video_id,title,category,country,views,likes,dislikes,comment_count,tags,publish_time,trending_date
vid_78,Watch this now,Entertainment,US,3090201,161558,624,48690,tag15|tag168,2024-08-11 14:04:11.053829,2025-06-09
vid_79,Top 10 amazing facts,Entertainment,US,4682311,72907,5402,8883,tag21|tag113,2024-06-14 14:04:11.053837,2025-06-09
vid_80,Incredible transformation,Education,US,3572737,203967,7703,46489,tag86|tag119,2024-10-14 14:04:11.053845,2025-06-09
vid_81,Best tricks for 2025,Music,GB,3474442,233604,9384,29881,tag34|tag178,2025-01-25 14:04:11.053870,2025-06-09
vid_82,Incredible transformation,Education,IN,1284732,283247,3233,30911,tag68|tag152,2025-01-09 14:04:11.053878,2025-06-09
vid_83,Learn this skill fast,Education,US,3324692,65772,7148,48887,tag27|tag129,2024-10-16 14:04:11.053885,2025-06-09
vid_84,Top 10 amazing facts,Music,IN,4203398,127108,2677,35588,tag28|tag135,2024-10-28 14:04:11.053893,2025-06-09
vid_85,Watch this now,Music,GB,4729607,15382,7990,9005,tag8|tag116,2024-11-18 14:04:11.053900,2025-06-09
vid_86,The real story behind,Music,GB,1120389,85291,140,9227,tag36|tag130,2024-09-26 14:04:11.053908,2025-06-09
vid_87,How to win every game,Music,GB,37712,135828,2993,22531,tag18|tag102,2025-03-15 14:04:11.053916,2025-06-09
vid_88,Learn this skill fast,Entertainment,US,4081647,283753,4288,49253,tag49|tag177,2025-01-10 14:04:11.053923,2025-06-09
vid_89,The real story behind,News,IN,3922942,148550,7136,6468,tag4|tag190,2024-10-17 14:04:11.053930,2025-06-09
vid_90,Breaking news update,News,IN,122816,233050,8240,27524,tag89|tag194,2024-06-29 14:04:11.053938,2025-06-09
vid_91,Learn this skill fast,Music,IN,1645156,131330,7704,46924,tag75|tag107,2025-05-18 14:04:11.053946,2025-06-09
vid_92,Top 10 amazing facts,News,GB,145230,72315,6650,45104,tag95|tag174,2024-06-26 14:04:11.053954,2025-06-09
vid_93,The real story behind,News,US,1776616,15153,5478,18433,tag39|tag113,2024-08-28 14:04:11.053962,2025-06-09
vid_94,Best tricks for 2025,Music,GB,4473418,77325,930,23216,tag31|tag171,2024-09-13 14:04:11.053970,2025-06-09
vid_95,Top 10 amazing facts,News,GB,1393194,241773,7574,47319,tag63|tag156,2024-09-24 14:04:11.053977,2025-06-09
vid_96,What happens next will shock you,Education,IN,3111360,56318,8694,43301,tag42|tag161,2025-05-11 14:04:11.053985,2025-06-09
vid_97,Learn this skill fast,Gaming,GB,1891548,77077,9333,15625,tag42|tag156,2024-11-08 14:04:11.053993,2025-06-09
vid_98,Learn this skill fast,Gaming,IN,4355760,134515,8512,23498,tag36|tag184,2024-08-30 14:04:11.054000,2025-06-09
vid_99,Best tricks for 2025,Music,US,3261298,207988,8940,32957,tag68|tag107,2025-04-20 14:04:11.054008,2025-06-09
vid_100,What happens next will shock you,Entertainment,IN,4475150,126885,3251,10461,tag54|tag101,2025-03-06 14:04:11.054028,2025-06-09
vid_101,Watch this now,Music,US,10404,18368,555,16469,tag44|tag145,2025-03-13 14:04:11.054036,2025-06-09
vid_102,Incredible transformation,Entertainment,IN,4907590,147400,4356,3141,tag47|tag113,2025-04-26 14:04:11.054045,2025-06-09
vid_103,What happens next will shock you,Gaming,GB,1333483,189014,3820,205,tag22|tag121,2024-09-04 14:04:11.054054,2025-06-09
vid_104,Top 10 amazing facts,Music,GB,1732320,92751,7216,9178,tag86|tag192,2024-12-20 14:04:11.054062,2025-06-09
vid_105,Top 10 amazing facts,Education,US,4919764,231203,9015,25103,tag9|tag126,2024-12-02 14:04:11.054071,2025-06-09
vid_106,Watch this now,News,US,2342517,290450,2042,6190,tag9|tag115,2024-06-21 14:04:11.054079,2025-06-09
vid_107,Breaking news update,Entertainment,US,4547090,171987,8446,38950,tag10|tag188,2024-12-07 14:04:11.054088,2025-06-09
vid_108,Incredible transformation,News,IN,3206340,212951,281,49886,tag42|tag172,2025-06-06 14:04:11.054096,2025-06-09
vid_109,What happens next will shock you,News,IN,173273,196716,3521,2025,tag24|tag180,2024-11-30 14:04:11.054106,2025-06-09
vid_110,Learn this skill fast,Music,US,3864418,61279,1781,18540,tag49|tag126,2025-02-11 14:04:11.054115,2025-06-09
vid_111,Incredible transformation,News,GB,3662692,1126,9464,39785,tag91|tag137,2025-05-21 14:04:11.054123,2025-06-09
vid_112,Breaking news update,Education,IN,1097341,28632,4371,26115,tag68|tag150,2025-05-17 14:04:11.054131,2025-06-09
vid_113,Watch this now,News,IN,3987266,197382,7079,33420,tag24|tag119,2025-05-10 14:04:11.054139,2025-06-09
vid_114,Dont miss this video,Music,IN,3041756,110945,930,25391,tag60|tag139,2024-08-18 14:04:11.054146,2025-06-09
vid_115,Incredible transformation,Education,US,853523,251869,8200,36779,tag74|tag189,2025-02-21 14:04:11.054154,2025-06-09
vid_116,Learn this skill fast,Gaming,US,556237,218138,3440,26389,tag18|tag119,2024-09-01 14:04:11.054161,2025-06-09
vid_117,Incredible transformation,News,US,4905207,176399,4445,3489,tag36|tag174,2025-02-01 14:04:11.054169,2025-06-09
vid_118,Learn this skill fast,Music,US,4050479,135869,3770,25783,tag97|tag155,2024-10-23 14:04:11.054177,2025-06-09
vid_119,Best tricks for 2025,Gaming,US,102193,179954,2060,13729,tag69|tag147,2025-02-18 14:04:11.054184,2025-06-09
vid_120,Best tricks for 2025,Gaming,GB,3191915,145790,1175,24926,tag49|tag199,2025-01-24 14:04:11.054192,2025-06-09
vid_121,Best tricks for 2025,Entertainment,GB,4710254,35560,8577,35298,tag98|tag133,2024-06-12 14:04:11.054199,2025-06-09
vid_122,Watch this now,Education,US,1196887,285260,2043,26730,tag21|tag181,2024-12-05 14:04:11.054207,2025-06-09
vid_123,What happens next will shock you,News,IN,3018038,133717,6477,33326,tag22|tag148,2025-01-16 14:04:11.054216,2025-06-09
vid_124,Dont miss this video,Music,US,518153,179595,155,46263,tag37|tag115,2025-03-29 14:04:11.054224,2025-06-09
vid_125,Watch this now,Entertainment,GB,3344817,125085,4398,33075,tag35|tag192,2025-01-31 14:04:11.054231,2025-06-09
vid_126,Top 10 amazing facts,Education,GB,3592069,282400,7842,999,tag71|tag132,2024-06-10 14:04:11.054239,2025-06-09
vid_127,Dont miss this video,Entertainment,IN,2725514,101158,8633,11753,tag11|tag110,2024-09-21 14:04:11.054247,2025-06-09
vid_128,Incredible transformation,Education,GB,4891713,185245,8906,28061,tag73|tag178,2025-06-06 14:04:11.054255,2025-06-09
vid_129,Dont miss this video,Education,US,2668571,169502,8183,16505,tag77|tag157,2025-02-25 14:04:11.054263,2025-06-09
vid_130,Breaking news update,News,IN,4844357,143766,2642,8701,tag25|tag102,2024-10-28 14:04:11.054271,2025-06-09
vid_131,Best tricks for 2025,Education,US,1689748,58545,4504,33762,tag64|tag135,2024-07-24 14:04:11.054279,2025-06-09
vid_132,Watch this now,Entertainment,US,2233069,14224,8066,33382,tag7|tag185,2024-06-12 14:04:11.054287,2025-06-09
vid_133,Watch this now,Education,IN,3455498,41738,7521,21388,tag18|tag167,2024-06-20 14:04:11.054294,2025-06-09
vid_134,Dont miss this video,News,US,4902472,181760,9165,29645,tag42|tag139,2025-05-30 14:04:11.054303,2025-06-09
vid_135,Learn this skill fast,News,GB,491680,240690,1838,36977,tag41|tag175,2024-08-11 14:04:11.054310,2025-06-09
vid_136,How to win every game,Entertainment,US,2646694,140649,9140,46126,tag24|tag160,2024-10-21 14:04:11.054318,2025-06-09
vid_137,What happens next will shock you,Gaming,IN,2971293,9070,4815,15413,tag46|tag119,2024-11-02 14:04:11.054326,2025-06-09
vid_138,Dont miss this video,Gaming,IN,4110673,127161,816,15449,tag68|tag190,2025-04-04 14:04:11.054333,2025-06-09
vid_139,Best tricks for 2025,Education,IN,1544026,9666,9665,7279,tag42|tag132,2025-02-17 14:04:11.054341,2025-06-09
vid_140,Incredible transformation,Music,US,325826,299512,7496,10426,tag39|tag136,2025-05-27 14:04:11.054349,2025-06-09
vid_141,What happens next will shock you,Education,IN,3477366,138855,8212,44655,tag97|tag136,2025-03-15 14:04:11.054357,2025-06-09
vid_142,How to win every game,Entertainment,IN,337359,42914,1878,1660,tag3|tag173,2024-10-18 14:04:11.054365,2025-06-09
vid_143,Watch this now,Entertainment,US,3758603,202579,7888,13712,tag8|tag197,2025-03-11 14:04:11.054372,2025-06-09
vid_144,Incredible transformation,Entertainment,GB,4211253,128738,5700,17750,tag70|tag141,2024-07-30 14:04:11.054380,2025-06-09
vid_145,Breaking news update,Entertainment,US,2870337,247965,7837,26845,tag68|tag113,2025-04-16 14:04:11.054388,2025-06-09
vid_146,The real story behind,Entertainment,IN,327537,283100,5439,31990,tag49|tag160,2025-05-28 14:04:11.054395,2025-06-09
vid_147,Dont miss this video,News,IN,560222,219967,9086,20122,tag2|tag160,2024-11-12 14:04:11.054403,2025-06-09
vid_148,What happens next will shock you,Gaming,US,4985026,95270,3574,4880,tag5|tag144,2025-05-26 14:04:11.054410,2025-06-09
vid_149,Top 10 amazing facts,Entertainment,GB,2583619,267901,1399,18411,tag27|tag132,2025-02-08 14:04:11.054420,2025-06-09
vid_150,How to win every game,Music,IN,2463752,20097,7284,28480,tag21|tag108,2025-05-20 14:04:11.054428,2025-06-09
vid_151,Breaking news update,Music,IN,1374133,142467,834,44762,tag72|tag150,2025-03-26 14:04:11.054437,2025-06-09
vid_152,What happens next will shock you,Music,IN,1942247,148313,2275,2456,tag67|tag144,2024-10-09 14:04:11.054445,2025-06-09
vid_153,Top 10 amazing facts,Music,US,1363038,159768,946,4890,tag58|tag103,2024-10-29 14:04:11.054453,2025-06-09
vid_154,How to win every game,News,IN,260875,247726,6412,27011,tag86|tag170,2025-03-31 14:04:11.054462,2025-06-09
vid_155,Dont miss this video,Music,GB,4667693,47163,3855,49558,tag2|tag187,2024-08-01 14:04:11.054470,2025-06-09
vid_156,Watch this now,Entertainment,IN,4274694,20816,1806,24463,tag44|tag102,2024-11-10 14:04:11.054478,2025-06-09
vid_157,Dont miss this video,Education,IN,717689,234619,8255,20149,tag81|tag135,2025-02-28 14:04:11.054487,2025-06-09
vid_158,Best tricks for 2025,Music,GB,4457794,156989,7224,10281,tag98|tag187,2024-12-05 14:04:11.054495,2025-06-09
vid_159,Best tricks for 2025,News,IN,1625952,97731,736,39925,tag30|tag108,2025-01-28 14:04:11.054503,2025-06-09
vid_160,Watch this now,News,US,1306516,153638,2746,16182,tag22|tag144,2025-02-18 14:04:11.054510,2025-06-09
vid_161,Top 10 amazing facts,Music,US,2540179,207524,1923,761,tag58|tag136,2025-01-28 14:04:11.054518,2025-06-09
vid_162,Learn this skill fast,Education,US,1566617,63823,9798,37512,tag69|tag177,2025-05-20 14:04:11.054525,2025-06-09
vid_163,Dont miss this video,Music,GB,3473351,152878,7667,48579,tag93|tag131,2025-05-16 14:04:11.054533,2025-06-09
vid_164,Breaking news update,News,IN,1275040,207592,2476,3020,tag47|tag155,2024-10-25 14:04:11.054540,2025-06-09
vid_165,Top 10 amazing facts,Gaming,US,1864971,2759,9051,25758,tag80|tag162,2025-01-06 14:04:11.054548,2025-06-09
vid_166,The real story behind,Entertainment,GB,660199,258164,7322,48870,tag30|tag155,2024-08-20 14:04:11.054555,2025-06-09
vid_167,Best tricks for 2025,News,IN,4044628,134554,8204,14125,tag16|tag112,2024-10-22 14:04:11.054563,2025-06-09
vid_168,How to win every game,Music,GB,1859396,287586,7916,9046,tag17|tag116,2024-08-03 14:04:11.054570,2025-06-09
vid_169,Incredible transformation,Entertainment,US,2701276,94501,4886,28806,tag12|tag108,2024-06-15 14:04:11.054578,2025-06-09
vid_170,What happens next will shock you,Music,US,638861,265223,7297,45600,tag84|tag103,2024-11-19 14:04:11.054586,2025-06-09
vid_171,How to win every game,Music,US,2536954,60676,902,39104,tag16|tag130,2025-05-02 14:04:11.054593,2025-06-09
vid_172,Learn this skill fast,Gaming,GB,671614,218516,4685,16409,tag23|tag192,2024-09-22 14:04:11.054601,2025-06-09
vid_173,Watch this now,Entertainment,GB,4883878,174532,1943,46386,tag5|tag184,2024-12-03 14:04:11.054609,2025-06-09
vid_174,Incredible transformation,Entertainment,US,4703174,91397,1390,33220,tag65|tag130,2025-04-13 14:04:11.054617,2025-06-09
vid_175,Dont miss this video,Gaming,GB,3367519,73847,1300,30127,tag21|tag184,2025-05-20 14:04:11.054625,2025-06-09
vid_176,Dont miss this video,News,US,676997,94607,1650,7105,tag70|tag122,2024-09-09 14:04:11.054633,2025-06-09
vid_177,How to win every game,Music,US,1736351,221178,7500,46904,tag82|tag172,2025-02-10 14:04:11.054640,2025-06-09
vid_178,Best tricks for 2025,Education,IN,1082647,150521,9189,49410,tag32|tag133,2025-03-30 14:04:11.054648,2025-06-09
vid_179,How to win every game,Music,GB,1641107,65077,1228,1056,tag16|tag176,2025-06-05 14:04:11.054656,2025-06-09
vid_180,The real story behind,Music,US,1038455,180374,5026,34939,tag38|tag198,2024-10-31 14:04:11.054663,2025-06-09
vid_181,Learn this skill fast,News,US,1315794,258009,6891,8695,tag14|tag136,2025-05-26 14:04:11.054671,2025-06-09
vid_182,Watch this now,Music,GB,1960367,138717,9557,48008,tag97|tag123,2025-06-06 14:04:11.054678,2025-06-09
vid_183,The real story behind,Gaming,IN,1920705,39000,9762,12903,tag66|tag185,2024-11-05 14:04:11.054686,2025-06-09
vid_184,Breaking news update,Gaming,IN,1611596,27737,9620,26063,tag2|tag191,2024-10-23 14:04:11.054693,2025-06-09
vid_185,What happens next will shock you,Entertainment,US,3801481,274629,964,36321,tag73|tag165,2024-07-08 14:04:11.054701,2025-06-09
vid_186,Watch this now,Education,GB,4160276,187240,9185,39543,tag75|tag167,2024-12-05 14:04:11.054709,2025-06-09
vid_187,Learn this skill fast,Music,IN,2392357,53487,7301,33823,tag52|tag162,2025-04-15 14:04:11.054716,2025-06-09
vid_188,How to win every game,Music,GB,3497124,275486,984,39163,tag23|tag126,2024-09-28 14:04:11.054724,2025-06-09
vid_189,What happens next will shock you,News,GB,2255131,79623,4143,48789,tag68|tag182,2025-05-16 14:04:11.054731,2025-06-09
vid_190,Best tricks for 2025,Gaming,US,4256049,184675,5380,15382,tag55|tag106,2024-12-29 14:04:11.054740,2025-06-09
vid_191,What happens next will shock you,Education,IN,101865,214046,3982,4803,tag35|tag122,2025-01-02 14:04:11.054747,2025-06-09
vid_192,Watch this now,Entertainment,US,4054588,106947,5305,6663,tag43|tag115,2025-03-19 14:04:11.054755,2025-06-09
vid_193,The real story behind,Gaming,IN,1082200,289543,9115,25949,tag86|tag160,2025-01-01 14:04:11.054762,2025-06-09
vid_194,The real story behind,Entertainment,IN,2130473,129177,8238,31960,tag12|tag149,2024-12-03 14:04:11.054770,2025-06-09
vid_195,Best tricks for 2025,News,IN,2510856,217454,9913,31685,tag42|tag138,2025-04-10 14:04:11.054778,2025-06-09
vid_196,Breaking news update,News,IN,2916158,110575,3030,22115,tag82|tag145,2024-08-08 14:04:11.054786,2025-06-09
vid_197,What happens next will shock you,Music,IN,4078472,208606,8997,12103,tag35|tag130,2024-07-25 14:04:11.054793,2025-06-09
vid_198,Best tricks for 2025,Education,GB,1232869,293822,4046,43685,tag88|tag130,2024-11-10 14:04:11.054802,2025-06-09
vid_199,Top 10 amazing facts,Entertainment,US,2293869,77218,5078,27058,tag78|tag106,2025-01-08 14:04:11.054811,2025-06-09
vid_200,Top 10 amazing facts,Gaming,GB,3135354,64230,5243,26117,tag67|tag180,2025-02-20 14:04:11.054819,2025-06-09
vid_201,Incredible transformation,News,IN,4092494,246756,9526,11271,tag7|tag152,2025-03-25 14:04:11.054828,2025-06-09
vid_202,Watch this now,Music,US,1439551,163552,327,45450,tag14|tag173,2025-05-10 14:04:11.054837,2025-06-09
vid_203,Best tricks for 2025,Music,IN,2291020,40986,2406,12301,tag15|tag121,2024-07-30 14:04:11.054845,2025-06-09
vid_204,How to win every game,Entertainment,US,2766944,156232,2172,29526,tag35|tag166,2025-02-12 14:04:11.054853,2025-06-09
vid_205,What happens next will shock you,News,GB,4792883,102358,2755,17878,tag91|tag102,2024-06-18 14:04:11.054862,2025-06-09
vid_206,Dont miss this video,Education,US,2297623,74506,1601,45341,tag35|tag182,2024-11-29 14:04:11.054870,2025-06-09
vid_207,Watch this now,News,US,924032,35911,6193,42329,tag78|tag120,2025-05-21 14:04:11.054879,2025-06-09
vid_208,Incredible transformation,Entertainment,US,3992588,207111,3940,21216,tag82|tag110,2024-12-18 14:04:11.054887,2025-06-09
vid_209,The real story behind,Entertainment,US,1577438,85458,1322,48464,tag25|tag166,2024-10-24 14:04:11.054896,2025-06-09
vid_210,The real story behind,News,US,927559,13175,9487,33397,tag25|tag154,2024-06-24 14:04:11.054903,2025-06-09
vid_211,Learn this skill fast,Entertainment,IN,645605,122300,4321,19442,tag33|tag136,2024-12-08 14:04:11.054911,2025-06-09
vid_212,Dont miss this video,News,US,4593897,87925,7324,27590,tag95|tag114,2025-02-16 14:04:11.054919,2025-06-09
vid_213,The real story behind,Gaming,US,825131,245446,2393,20075,tag65|tag180,2024-12-08 14:04:11.054926,2025-06-09
vid_214,Incredible transformation,News,GB,77661,67358,3249,26823,tag54|tag152,2025-01-14 14:04:11.054934,2025-06-09
vid_215,Breaking news update,News,US,2088007,48057,2149,23379,tag3|tag199,2024-07-25 14:04:11.054941,2025-06-09
vid_216,Learn this skill fast,Entertainment,GB,1317506,269294,1714,12865,tag41|tag106,2025-02-13 14:04:11.054949,2025-06-09
vid_217,Incredible transformation,Entertainment,IN,1981206,267569,6934,46778,tag25|tag113,2025-02-16 14:04:11.054957,2025-06-09
vid_218,Incredible transformation,Music,US,2911614,255726,372,11661,tag98|tag108,2024-10-01 14:04:11.054965,2025-06-09
vid_219,Breaking news update,Music,GB,2976422,279176,2614,41999,tag21|tag198,2024-10-01 14:04:11.054973,2025-06-09
